MoveID	CanUseMove	Type	Quality	Category	Power	Accuracy	PP	Priority	HitMax	HitMin	Inflict	CritStage	Flinch	EffectSequence	Recoil	RawHealing	RawTarget	StatAmps	Affinity	FlagMakesContact	FlagCharge	FlagRecharge	FlagProtect	FlagReflectable	FlagSnatch	FlagMirror	FlagPunch	FlagSound	FlagDance	FlagGravity	FlagDefrost	FlagDistanceTriple	FlagHeal	FlagIgnoreSubstitute	FlagFailSkyBattle	FlagAnimateAlly	FlagMetronome	FlagFailEncore	FlagFailMeFirst	FlagFutureAttack	FlagPressure	FlagCombo	FlagNoSleepTalk	FlagNoAssist	FlagFailCopycat	FlagFailMimic	FlagFailInstruct	FlagPowder	FlagBite	FlagBullet	FlagNoMultiHit	FlagNoEffectiveness	FlagSheerForce	FlagSlicing	FlagWind	Unknown56	Unknown57	Unknown58	Unknown59	Unknown60	Unused61	Unused62	Unused63	Unused64	Unused65	Unused66	Unused67	Unused68	Unused69	Unused70	FlagCantUseTwice	FlagNoSketch
19	True	2	0	1	90	95	15	0	0	0	0|0|0|0|0	0	0	155	0	0	0	0|0|0|0|0|0|0|0|0	Attack	True	True	False	True	False	False	True	False	False	False	True	False	True	False	False	False	False	True	False	False	False	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
20	True	0	4	1	15	85	20	0	0	0	8|100|4|5|6	0	0	42	0	0	0	0|0|0|0|0|0|0|0|0	Strong	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
21	True	0	0	1	80	75	20	0	0	0	0|0|0|0|0	0	0	0	0	0	0	0|0|0|0|0|0|0|0|0	Attack	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
22	True	11	0	1	45	100	25	0	0	0	0|0|0|0|0	0	0	0	0	0	0	0|0|0|0|0|0|0|0|0	Attack	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
23	True	0	0	1	65	100	20	0	0	0	0|0|0|0|0	0	30	150	0	0	0	0|0|0|0|0|0|0|0|0	Strong	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
24	True	1	0	1	30	100	30	0	2	2	0|0|0|0|0	0	0	44	0	0	0	0|0|0|0|0|0|0|0|0	Strong	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
25	True	0	0	1	120	75	5	0	0	0	0|0|0|0|0	0	0	0	0	0	0	0|0|0|0|0|0|0|0|0	Attack	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False
26	False	1	0	1	100	95	10	0	0	0	0|0|0|0|0	0	0	45	0	0	0	0|0|0|0|0|0|0|0|0	None	True	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
27	False	1	0	1	60	85	15	0	0	0	0|0|0|0|0	0	30	31	0	0	0	0|0|0|0|0|0|0|0|0	None	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
28	True	4	2	0	0	100	15	0	0	0	0|0|0|0|0	0	0	23	0	0	0	6|-1|0|0|0|0|0|0|0	Attack	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
29	True	0	0	1	70	100	15	0	0	0	0|0|0|0|0	0	30	31	0	0	0	0|0|0|0|0|0|0|0|0	Strong	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
30	True	0	0	1	65	100	25	0	0	0	0|0|0|0|0	0	0	0	0	0	0	0|0|0|0|0|0|0|0|0	Attack	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
31	True	0	0	1	15	85	20	0	5	2	0|0|0|0|0	0	0	29	0	0	0	0|0|0|0|0|0|0|0|0	Strong	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
32	True	0	9	1	1	30	5	0	0	0	0|0|0|0|0	0	0	38	0	0	0	0|0|0|0|0|0|0|0|0	Strong	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False
33	True	0	0	1	40	100	35	0	0	0	0|0|0|0|0	0	0	0	0	0	0	0|0|0|0|0|0|0|0|0	Attack	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
34	True	0	4	1	85	100	15	0	0	0	1|30|1|0|0	0	0	6	0	0	0	0|0|0|0|0|0|0|0|0	Strong	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
35	True	0	4	1	15	90	20	0	0	0	8|100|4|5|6	0	0	42	0	0	0	0|0|0|0|0|0|0|0|0	Strong	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
36	True	0	0	1	90	85	20	0	0	0	0|0|0|0|0	0	0	48	-25	0	0	0|0|0|0|0|0|0|0|0	Self	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
37	True	0	0	1	120	100	10	0	0	0	0|0|0|0|0	0	0	27	0	0	9	0|0|0|0|0|0|0|0|0	Attack	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
38	True	0	0	1	120	100	15	0	0	0	0|0|0|0|0	0	0	198	-33	0	0	0|0|0|0|0|0|0|0|0	Self	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
39	True	0	2	0	0	100	30	0	0	0	0|0|0|0|0	0	0	19	0	0	5	2|-1|0|0|0|0|0|0|0	Attack	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
40	True	3	4	1	15	100	35	0	0	0	5|30|1|0|0	0	0	2	0	0	0	0|0|0|0|0|0|0|0|0	Strong	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
41	False	6	4	1	25	100	20	0	2	2	5|20|1|0|0	0	0	77	0	0	0	0|0|0|0|0|0|0|0|0	None	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False
42	True	6	0	1	25	95	20	0	5	2	0|0|0|0|0	0	0	29	0	0	0	0|0|0|0|0|0|0|0|0	Strong	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
43	True	0	2	0	0	100	30	0	0	0	0|0|0|0|0	0	0	19	0	0	5	2|-1|100|0|0|0|0|0|0	Attack	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
44	True	16	0	1	60	100	25	0	0	0	0|0|0|0|0	0	30	31	0	0	0	0|0|0|0|0|0|0|0|0	Strong	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
45	True	0	2	0	0	100	40	0	0	0	0|0|0|0|0	0	0	18	0	0	5	1|-1|0|0|0|0|0|0|0	Attack	False	False	False	True	True	False	True	False	True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
46	True	0	12	0	0	101	20	-6	0	0	0|0|0|0|0	0	0	28	0	0	0	0|0|0|0|0|0|0|0|0	Self	False	False	False	False	True	False	True	False	True	False	False	False	False	False	True	False	True	True	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
47	True	0	1	0	0	55	15	0	0	0	2|0|2|2|4	0	0	1	0	0	0	0|0|0|0|0|0|0|0|0	Attack	False	False	False	True	True	False	True	False	True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False
48	True	0	1	0	0	55	20	0	0	0	6|0|2|2|5	0	0	49	0	0	0	0|0|0|0|0|0|0|0|0	Attack	False	False	False	True	True	False	True	False	True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
49	False	0	0	2	1	90	20	0	0	0	0|0|0|0|0	0	0	130	0	0	0	0|0|0|0|0|0|0|0|0	None	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
50	True	0	13	0	0	100	20	0	0	0	13|0|2|4|4	0	0	86	0	0	0	0|0|0|0|0|0|0|0|0	Self	False	False	False	True	True	False	True	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
51	True	3	6	2	40	100	30	0	0	0	0|0|0|0|0	0	0	72	0	0	5	4|-1|10|0|0|0|0|0|0	Attack	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
52	True	9	4	2	40	100	25	0	0	0	4|10|1|0|0	0	0	4	0	0	0	0|0|0|0|0|0|0|0|0	Attack	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
53	True	9	4	2	90	100	15	0	0	0	4|10|1|0|0	0	0	4	0	0	0	0|0|0|0|0|0|0|0|0	Attack	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
54	True	14	11	0	0	101	30	0	0	0	0|0|0|0|0	0	0	46	0	0	12	0|0|0|0|0|0|0|0|0	Self	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
55	True	10	0	2	40	100	25	0	0	0	0|0|0|0|0	0	0	0	0	0	0	0|0|0|0|0|0|0|0|0	Attack	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
56	True	10	0	2	110	80	5	0	0	0	0|0|0|0|0	0	0	0	0	0	0	0|0|0|0|0|0|0|0|0	Attack	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
57	True	10	0	2	90	100	15	0	0	0	0|0|0|0|0	0	0	257	0	0	4	0|0|0|0|0|0|0|0|0	Attack	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
58	True	14	4	2	90	100	10	0	0	0	3|10|1|0|0	0	0	5	0	0	0	0|0|0|0|0|0|0|0|0	Attack	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
59	True	14	4	2	110	70	5	0	0	0	3|10|1|0|0	0	0	260	0	0	5	0|0|0|0|0|0|0|0|0	Attack	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False
60	True	13	4	2	65	100	20	0	0	0	6|10|2|2|5	0	0	76	0	0	0	0|0|0|0|0|0|0|0|0	Attack	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
61	True	10	6	2	65	100	20	0	0	0	0|0|0|0|0	0	0	70	0	0	0	5|-1|10|0|0|0|0|0|0	Attack	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
62	True	14	6	2	65	100	20	0	0	0	0|0|0|0|0	0	0	68	0	0	0	1|-1|10|0|0|0|0|0|0	Attack	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
63	True	0	0	2	150	90	5	0	0	0	0|0|0|0|0	0	0	80	0	0	0	0|0|0|0|0|0|0|0|0	Attack	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
64	True	2	0	1	35	100	35	0	0	0	0|0|0|0|0	0	0	0	0	0	0	0|0|0|0|0|0|0|0|0	Attack	True	False	False	True	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
65	True	2	0	1	80	100	20	0	0	0	0|0|0|0|0	0	0	0	0	0	0	0|0|0|0|0|0|0|0|0	Attack	True	False	False	True	False	False	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
66	False	1	0	1	80	80	20	0	0	0	0|0|0|0|0	0	0	48	-25	0	0	0|0|0|0|0|0|0|0|0	None	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False
67	True	1	0	1	1	100	20	0	0	0	0|0|0|0|0	0	0	196	0	0	0	0|0|0|0|0|0|0|0|0	Strong	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
68	True	1	0	1	1	100	20	-5	0	0	0|0|0|0|0	0	0	89	0	0	13	0|0|0|0|0|0|0|0|0	Self	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
69	True	1	0	1	1	100	20	0	0	0	0|0|0|0|0	0	0	87	0	0	0	0|0|0|0|0|0|0|0|0	Strong	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
70	True	0	0	1	80	100	15	0	0	0	0|0|0|0|0	0	0	0	0	0	0	0|0|0|0|0|0|0|0|0	Attack	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
71	True	11	8	2	20	100	25	0	0	0	0|0|0|0|0	0	0	3	50	0	0	0|0|0|0|0|0|0|0|0	Strong	False	False	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
72	True	11	8	2	40	100	15	0	0	0	0|0|0|0|0	0	0	3	50	0	0	0|0|0|0|0|0|0|0|0	Strong	False	False	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
73	True	11	1	0	0	90	10	0	0	0	18|0|1|0|0	0	0	84	0	0	0	0|0|0|0|0|0|0|0|0	Attack	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
74	True	0	2	0	0	101	20	0	0	0	0|0|0|0|0	0	0	316	0	0	7	1|1|0|3|1|0|0|0|0	Attack	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
